gender,age,type,collection,id,time,date,number,report,# words,Emotions,# Emotions,TSNE_x,TSNE_y,PCA_x,PCA_y,Kmean_Cluster_6,Kmean Cluster_2,2W_SA_label,2W_SA_score,6W_SA_dict
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0112,"Somebody (someone unknown to me, but of obvious authority) accused me of a crime which I did not commit. I think the crime is murder. I'm not sure. At this time I was due to receive some sort of award in honor of some achievement. Because of the accusation, I do not receive the coveted award and I am heart sick. In my dream I am very aware of the feeling of outrage because of the injustice done to me. I finally awake with this feeling still persisting. I then feel very relieved that it was only a dream.",112,SD,1,4.4213276,-0.8649296,3.70161,-0.3559252,5,0,NEGATIVE,0.9618929624557495,"[[{'label': 'sadness', 'score': 0.0006184887606650591}, {'label': 'joy', 'score': 0.9978220462799072}, {'label': 'love', 'score': 0.0002837592619471252}, {'label': 'anger', 'score': 0.00041241414146497846}, {'label': 'fear', 'score': 0.0004480245115701109}, {'label': 'surprise', 'score': 0.0004151932953391224}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0113,"I was playing football in a dusty lot on a hot summer day. I had on a terrifically heavy uniform and the temperature was in the 90's. Wet with sweat, parched from thirst, tired from scrimmage, I was on the verge of collapse. The other fellows in the team (can't remember who specifically) were also in bad shape but I paid no attention to them.",76,Missing,0,-0.5185367,-15.259835,0.44197646,-1.5932877,2,0,NEGATIVE,0.9994193315505981,"[[{'label': 'sadness', 'score': 0.983525276184082}, {'label': 'joy', 'score': 0.0037487184163182974}, {'label': 'love', 'score': 0.0004901271895505488}, {'label': 'anger', 'score': 0.010775391943752766}, {'label': 'fear', 'score': 0.0012043125461786985}, {'label': 'surprise', 'score': 0.00025616385391913354}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0114,"I was walking along a deserted country road with two friends (both about 21). Some character walked toward us, and just as he approached, pointed to the corridor of a house (the second story). He said it will only cost you two bucks. We saw at the window sill a long haired brunette with her elbows leaning on the window sill. Her breasts hung loosely and she appeared to be very sexy. I laughed and said not for me. I walked away leaving my two buddies gaping at the window. They were roaring with laughter as they entered the house (I think).",118,Missing,0,15.460576,-15.616549,0.14104146,-1.3027338,2,0,POSITIVE,0.6546053886413574,"[[{'label': 'sadness', 'score': 0.007653389126062393}, {'label': 'joy', 'score': 0.39071330428123474}, {'label': 'love', 'score': 0.00703890947625041}, {'label': 'anger', 'score': 0.4832243323326111}, {'label': 'fear', 'score': 0.10275986790657043}, {'label': 'surprise', 'score': 0.008610219694674015}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0115,"I am walking home with my gym bag in my hand (probably coming home from a basket ball game). On the other side of the street I see one of my best friends. Several guys approach him and begin starting a fight with him -- his glasses fall to the sidewalk and smash. When I see these guys attacking him, I drop my gym bag and run to his aid. I fight like one possessed, like a maddened animal, as great is my concern.",94,Missing,0,-16.55459,4.643287,-1.7765175,-0.24006295,1,1,NEGATIVE,0.5244091749191284,"[[{'label': 'sadness', 'score': 0.0037178942002356052}, {'label': 'joy', 'score': 0.0024086162447929382}, {'label': 'love', 'score': 0.0007073347805999219}, {'label': 'anger', 'score': 0.6773272156715393}, {'label': 'fear', 'score': 0.3142136037349701}, {'label': 'surprise', 'score': 0.0016254098154604435}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0116,"I was sitting at home (living room) one night listening to popular songs on the radio (portable). Suddenly it began to thunder and lightning outside. My mother (as usual) told me to shut off the radio so that no harm would be done if lightning should strike the aerial. I would not do so -- finally a bolt accompanied by a deafening roar hit the house and caused the radio to explode, shaving my face with glass, jagged plastic, etc. I looked into the mirror. My face was bloody, cut beyond recognition.",108,Missing,0,2.8980372,-15.15818,1.0312616,-2.013708,2,0,NEGATIVE,0.9975494742393494,"[[{'label': 'sadness', 'score': 0.23816624283790588}, {'label': 'joy', 'score': 0.005605294834822416}, {'label': 'love', 'score': 0.0015747633296996355}, {'label': 'anger', 'score': 0.6919060945510864}, {'label': 'fear', 'score': 0.06072091683745384}, {'label': 'surprise', 'score': 0.00202672160230577}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0117,"There was a war on. Enemy planes were flying towards Cleveland laden with atomic bombs. I was in an empty room in a watch tower and could see the planes approach on the horizon while up in this tower surrounded by 4 walls of glass. Down below I heard men shouting, i.e., in a nice green plane landing field. At first I could not hear what they said, but I finally understood that they wanted me to pull a switch in the room. It was to set off an atomic ray which would make the bombs ineffective. I reached for the switch and at the same time heard the roar of the planes. An electric shock on the handle prevented me from setting off the switch. Blinding flash. I woke up.",144,Missing,0,33.53729,-3.1484056,2.9980197,-2.212428,0,0,NEGATIVE,0.9920700192451477,"[[{'label': 'sadness', 'score': 0.04417649284005165}, {'label': 'joy', 'score': 0.020866163074970245}, {'label': 'love', 'score': 0.0012776186922565103}, {'label': 'anger', 'score': 0.31793224811553955}, {'label': 'fear', 'score': 0.6127437949180603}, {'label': 'surprise', 'score': 0.0030037276446819305}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0118,"A rich ran came to me on the street and showed me a suitcase full of money. He assured me that there was a million dollars in the case. He said the money is yours if you can tear this phone book In half. If you can't I will kill your mother and father. I took him up on his wager, confident of my strength. The phone book had these rubber pages which made it stretchable but not tearable. Finally upon giving up no more strength in arms, the news came that father and mother had been murdered. I vowed I would spend the rest of my life in attempting to catch the tempting villain.",126,Missing,0,10.864679,-3.343315,2.7508285,-0.6841237,5,0,NEGATIVE,0.7442392706871033,"[[{'label': 'sadness', 'score': 0.0012805768055841327}, {'label': 'joy', 'score': 0.9892526268959045}, {'label': 'love', 'score': 0.0008520244155079126}, {'label': 'anger', 'score': 0.004929839167743921}, {'label': 'fear', 'score': 0.0033488632179796696}, {'label': 'surprise', 'score': 0.0003360240953043103}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0119,"I was walking down an abandoned street towards an old wooden home which must have been considered more or less of a mansion in former years. As I drew near I felt the urge to cross the street and avoid passing it. However I felt impelled to go past it for curiosity's sake. I did so. Suddenly a loose 2x4 near the 3rd story of the old edifice was blown loose by the wind. It came down and conked me on the head. I lay on the ground paralyzed, i.e., able to see, feel and hear but unable to move. People gathered around and finally an ambulance came and took me away.",124,Missing,0,13.699423,-16.798637,0.030916624,-1.9144952,2,0,NEGATIVE,0.9981827735900879,"[[{'label': 'sadness', 'score': 0.0015241906512528658}, {'label': 'joy', 'score': 0.00045484252041205764}, {'label': 'love', 'score': 0.00014739575271960348}, {'label': 'anger', 'score': 0.0009918182622641325}, {'label': 'fear', 'score': 0.9950951337814331}, {'label': 'surprise', 'score': 0.0017865588888525963}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0120,I went to my clothes closet in a desperate attempt to hurry up for a party which I was supposed to attend. My friends were waiting downstairs and I tried hurriedly to dress for it. I slipped on it kept disappearing. Finally I used up all of it and I slipped on my shirt and soon that disappeared before my eyes as did my other clothes. I figured I was seeing things so I went downstairs to greet my friends the way I was. They were all shocked because I really did not have any clothes on.,103,Missing,0,-5.5171013,-22.103163,-0.89300406,-2.0523758,2,1,NEGATIVE,0.9980663657188416,"[[{'label': 'sadness', 'score': 0.001649368554353714}, {'label': 'joy', 'score': 0.003288116306066513}, {'label': 'love', 'score': 0.0009842993458732963}, {'label': 'anger', 'score': 0.004713160917162895}, {'label': 'fear', 'score': 0.021352864801883698}, {'label': 'surprise', 'score': 0.9680122137069702}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0121,"I recall taking an examination. It seems the examination is to be very long and the time allowed short. I remember talking to a girl sitting next to me in the examination and telling her that it is no use to try and answer all the questions since everyone will fail no matter how much they complete. However, I myself am trying to complete as much as I can. The room is apparently filled with other students but they are not clear and it seems that the only people I can clearly make out are the girl sitting next to me and a man instructor standing in the front of class.",117,Missing,0,-4.966439,2.1463776,2.9626777,-0.34034398,5,0,NEGATIVE,0.9990125894546509,"[[{'label': 'sadness', 'score': 0.030838344246149063}, {'label': 'joy', 'score': 0.442922979593277}, {'label': 'love', 'score': 0.001816036063246429}, {'label': 'anger', 'score': 0.35244107246398926}, {'label': 'fear', 'score': 0.1675705462694168}, {'label': 'surprise', 'score': 0.004411069676280022}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0122,"I was playing volleyball. It seemed that the game was held on the lawn of a cousin's house. The other participants were unknown to me however we seemed to be talking back and forth. Then we all entered a house which apparently belonged to my cousin, however I have never seen this building before. We all sat down and indulged in various activities some listened to the radio, others danced, while still others just sat and had something to drink. I recall holding a glass of something in my hand, but I don't believe that I actually drank any of the contents. After this some of the people announced they were leaving. I decided that I should stay for the night. There were members' of both sexes present.",144,Missing,0,8.827901,-1.1454704,3.0566065,-1.0647371,5,0,NEGATIVE,0.9908945560455322,"[[{'label': 'sadness', 'score': 0.006096459925174713}, {'label': 'joy', 'score': 0.31713515520095825}, {'label': 'love', 'score': 0.0024782088585197926}, {'label': 'anger', 'score': 0.08549068868160248}, {'label': 'fear', 'score': 0.5715053081512451}, {'label': 'surprise', 'score': 0.01729414612054825}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0123,"The dream included two girls and a boy whom I know. One of the girls was quite a close friend of mine. However, about two weeks ago I had a misunderstanding with her and the situation remains somewhat tense. In the dream this girl seems to question me about trivial things that I can't recall. Then the other girls enters but says very little. The boy enters and he also remains quite untalkative. This girl and boy then sit down and listen to the first girl question me. Finally, I take the girl by the hand, but she still continues to quiz me.",115,Missing,0,-20.33805,-4.241588,-2.3834276,-0.5975907,2,1,NEGATIVE,0.9709588885307312,"[[{'label': 'sadness', 'score': 0.00822397880256176}, {'label': 'joy', 'score': 0.005740025080740452}, {'label': 'love', 'score': 0.0006820714334025979}, {'label': 'anger', 'score': 0.41543883085250854}, {'label': 'fear', 'score': 0.5687898397445679}, {'label': 'surprise', 'score': 0.001125277834944427}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0124,"The dream took place in my own home. It seemed that a strange man was living in our home. I do not know the identity of this man, nor does he resemble anyone with whom I am acquainted. However, the strange man was apparently mixed up in some type of questionable business. Whenever I tried to question him he gave me evasive answers about himself. Finally this man said that he was going to take over our home and our family must comply with his wishes. At this point my father entered the house and drove the strange man out by force.",111,Missing,0,16.137333,-35.261383,-3.8093843,-2.9480603,4,1,NEGATIVE,0.9925819635391235,"[[{'label': 'sadness', 'score': 0.00038559280801564455}, {'label': 'joy', 'score': 0.0003605591773521155}, {'label': 'love', 'score': 0.00016193930059671402}, {'label': 'anger', 'score': 0.00209993333555758}, {'label': 'fear', 'score': 0.9903504252433777}, {'label': 'surprise', 'score': 0.006641545798629522}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0125,"I was somehow visiting the home or cabin of a mountaineer family. I had never seen this cabin or the people in it before. However, what impressed me the most was the filth and poverty in which these people lived. It seemed that there were about eight or nine people living in this one run down cabin. There were both old people and small children and apparently all belonged to the same family. They spoke to me and seemed happy. I don't believe that anything of importance was said. I can't recall speaking to them but I may have.",110,Missing,0,-3.1909873,-9.23106,1.3786504,-0.7653606,2,0,POSITIVE,0.9933666586875916,"[[{'label': 'sadness', 'score': 0.003988750744611025}, {'label': 'joy', 'score': 0.1746099889278412}, {'label': 'love', 'score': 0.002188818296417594}, {'label': 'anger', 'score': 0.00377361080609262}, {'label': 'fear', 'score': 0.004739837720990181}, {'label': 'surprise', 'score': 0.8106989860534668}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0126,I was going to do combat with someone. In my dream my opponent and I wore armor as in knighthood days. Nothing about this seemed strange to me or my older sister who was looking on. We were both on a horse and my foe had a long lance readied. I was lacking something and wanted to get it to be prepared. I was afraid to forestall the battle to search for I thought I would be seen as a coward. I felt I could easily win the match but was bothered by not being fully prepared.,104,AP,1,8.829899,-3.825285,1.761725,-1.2627023,5,0,NEGATIVE,0.9994633793830872,"[[{'label': 'sadness', 'score': 0.0006336047663353384}, {'label': 'joy', 'score': 0.0005796102923341095}, {'label': 'love', 'score': 0.00028573651798069477}, {'label': 'anger', 'score': 0.003203390631824732}, {'label': 'fear', 'score': 0.975756824016571}, {'label': 'surprise', 'score': 0.019540859386324883}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0127,"I was in the sitting room of a suite in which I lived 8 years ago. This was an apt. house in N.Y. I was I at the window for the purpose of telling my sister (27) who was on the opposite street (3 floors below) something which I cannot recall. However, I shook my head from side to side but my sister did not understand that I meant no to whatever matter was concerned. Whereupon I lifted the window, which was already partly open, to shout the answer and thus be understood. On the ledge (outer ledge) of the aperture were two handbags one of which (a green one) I recognizes as my sister's. In leaning out, I brushed this bag so that it started to fall to the street, but I caught it. When I had opened the window I still did not speak but shook my head as before.",176,Missing,0,11.143023,-24.335121,-2.2212331,-1.4743462,2,1,NEGATIVE,0.9947564601898193,"[[{'label': 'sadness', 'score': 0.004543977789580822}, {'label': 'joy', 'score': 0.006448248401284218}, {'label': 'love', 'score': 0.0009398739784955978}, {'label': 'anger', 'score': 0.3583654761314392}, {'label': 'fear', 'score': 0.626859188079834}, {'label': 'surprise', 'score': 0.0028432372491806746}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0128,"I needed money and sought to regain money which someone owed me. I went to the man's house with my parents. I got the impression of luxury. The man was there with his wife. He was in his middle ages and a small man. He explained that he had a special cleansing or sterilizing bath for his guests (for his and our protection I thought). When I asked about the money he was willing to lend it to me (about $1,500) for a couple of months at 50% interest. I felt very outraged or rather unbelieving. I wanted the money to finance a play which I felt had the makings of a drama or a musical.",132,Missing,0,-2.9673612,-25.392052,-1.697138,-1.4195153,2,1,NEGATIVE,0.991987943649292,"[[{'label': 'sadness', 'score': 0.0003751128679141402}, {'label': 'joy', 'score': 0.0003031462256330997}, {'label': 'love', 'score': 0.0002457051305100322}, {'label': 'anger', 'score': 0.9973371624946594}, {'label': 'fear', 'score': 0.0015006960602477193}, {'label': 'surprise', 'score': 0.00023830824648030102}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0129,"I was looking for entertainment in a strange city. I asked someone who was, I found out, a policeman, where I could find some card. game or saloon. He was quite friendly and told me confidentially, of place which had gambling about half of the games he told me of were pronounced in a jumble and seemed foreign to me.",68,Missing,0,3.554156,-24.722536,-0.67092645,-0.91607195,2,1,NEGATIVE,0.9960432052612305,"[[{'label': 'sadness', 'score': 0.00039379321970045567}, {'label': 'joy', 'score': 0.9953842759132385}, {'label': 'love', 'score': 0.0007217088714241982}, {'label': 'anger', 'score': 0.0005509177572093904}, {'label': 'fear', 'score': 0.0008073303033597767}, {'label': 'surprise', 'score': 0.0021419571712613106}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0130,"We were just going to the car to start off for Cleveland from New York. We were carrying our belongings in valises. I had my raincoat and (I thought) a jacket on one hanger which I had on my left arm. I became cold and gave what I had in my right hand to someone to hold while I put on my jacket and coat. When I took the coat off the hangar, a dress fell from underneath. I put the dress aside and my mother remarked that I never wore enough even when I was sick. She told me to don the dress saying it would keep me warm but I threw it away.",125,Missing,0,13.184213,-15.065924,0.9229798,-1.3321642,2,0,NEGATIVE,0.9988811612129211,"[[{'label': 'sadness', 'score': 0.0004728308704216033}, {'label': 'joy', 'score': 0.00033056881511583924}, {'label': 'love', 'score': 0.0003138160682283342}, {'label': 'anger', 'score': 0.9954701662063599}, {'label': 'fear', 'score': 0.003214777447283268}, {'label': 'surprise', 'score': 0.00019781147420872003}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0131,"I attended the Dr. I.Q. quiz show which recently appeared in Cleveland and which is on the radio on Wed. at 8 p.m. I remained tense as I waited hopefully to be a contestant. In the meantime, a queer thing happened which never takes place on the quiz show. The quiz master was replaced by his wife as quiz master after half of the program was over. I was finally called to answer a question. I can't remember what the question was or how I answered.",95,AP,1,6.5257797,1.2445295,3.7286968,-0.9826053,5,0,NEGATIVE,0.9976357221603394,"[[{'label': 'sadness', 'score': 0.005679168738424778}, {'label': 'joy', 'score': 0.0024998243898153305}, {'label': 'love', 'score': 0.0013149365549907088}, {'label': 'anger', 'score': 0.13845635950565338}, {'label': 'fear', 'score': 0.8483001589775085}, {'label': 'surprise', 'score': 0.0037495153956115246}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0132,"I dreamed that I was being chased by several gangsters through the streets of a small town. The streets of the town were very narrow and winding and four or five-story buildings were situation on each side of the street. I kept running down these streets, sometimes hiding in the buildings. However, most of the time I was on the run, and I began to think I would shake the gangsters off my trial. When they were just about ready to capture me, it was time to get up.",98,Missing,0,10.4617195,-2.73978,2.7076766,-0.99755317,5,0,NEGATIVE,0.9867241978645325,"[[{'label': 'sadness', 'score': 0.0016866340301930904}, {'label': 'joy', 'score': 0.003852545516565442}, {'label': 'love', 'score': 0.0006304769194684923}, {'label': 'anger', 'score': 0.20785661041736603}, {'label': 'fear', 'score': 0.7845443487167358}, {'label': 'surprise', 'score': 0.001429382711648941}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0133,"One night I heard my 3 year old sister crying for me. I went to her room and found her hysterical. She didn't recognize me. She must have thought I was the doctor because she kept asking me to save her. I told her that she would feel better in the morning. However, she paid no attention but simply kept on asking me to save her. ",74,Missing,0,-1.7037933,-26.798805,-1.5808367,-1.086706,2,1,NEGATIVE,0.9988505840301514,"[[{'label': 'sadness', 'score': 0.2679525911808014}, {'label': 'joy', 'score': 0.3784554600715637}, {'label': 'love', 'score': 0.0020291637629270554}, {'label': 'anger', 'score': 0.03103143535554409}, {'label': 'fear', 'score': 0.3153078556060791}, {'label': 'surprise', 'score': 0.005223575979471207}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0134,"I was arrested and put in a jail to serve a term of 10 years. While in jail, I began to realize that my life was ruined. I would never be a success in life with a jail sentence. I also felt that I would be an old man when my term was up and wouldn't have the opportunity to get married.",68,Missing,0,0.44053397,6.46035,1.9269673,-0.68273824,5,0,NEGATIVE,0.999671459197998,"[[{'label': 'sadness', 'score': 0.9976828098297119}, {'label': 'joy', 'score': 0.0008338365005329251}, {'label': 'love', 'score': 0.00023993152717594057}, {'label': 'anger', 'score': 0.0008583732414990664}, {'label': 'fear', 'score': 0.00019903641077689826}, {'label': 'surprise', 'score': 0.00018603897478897125}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0135,"I was in Wade Park with 2 of my friends. We stopped to talk for a few minutes in one spot. I noticed a young couple walking hear us. Suddenly I heard a loud blast. It was a loud explosion occurring behind my back just a few feet from me. When I turned around to see what happened, I asked my friends what happened to the young couple. They pointed to the ground. I walked over to the spot where the explosion occurred and all I could see was the young man's head and part of his body scattered over the ground.",112,Missing,0,9.030518,-35.78217,-3.2989736,-2.5469382,4,1,NEGATIVE,0.9927681684494019,"[[{'label': 'sadness', 'score': 0.0037599988281726837}, {'label': 'joy', 'score': 0.005210470408201218}, {'label': 'love', 'score': 0.0004044136148877442}, {'label': 'anger', 'score': 0.04124550521373749}, {'label': 'fear', 'score': 0.946444034576416}, {'label': 'surprise', 'score': 0.00293558812700212}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0136,"I lay in the top bunk of a double decker at my fraternity house. Alongside of me lay another man. I recognized him, for I had seen him on campus many times before. He lay there sleeping, chewing tobacco. I perceived his presence by the smell of his body.",56,Missing,0,2.0328233,-21.666378,-0.74330753,-1.0998005,2,1,POSITIVE,0.8901212811470032,"[[{'label': 'sadness', 'score': 0.004531191661953926}, {'label': 'joy', 'score': 0.03499486297369003}, {'label': 'love', 'score': 0.0014707546215504408}, {'label': 'anger', 'score': 0.02377568744122982}, {'label': 'fear', 'score': 0.9159458875656128}, {'label': 'surprise', 'score': 0.019281674176454544}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0137,"I was walking down an unfamiliar street with one of my fraternity brothers' girl. At times we entered what seemed like delicatessen stores. There seems to have been other people present at times and they were on bicycles. At times, I remembered that I too rode a bicycle. I am not cognizant of any sexual relations with the girl. I am also unaware of any other emotional feeling or reaction. As a matter of fact I don't think I experienced any",90,Missing,0,0.007450238,-7.0857735,1.4549336,-0.7523526,2,0,NEGATIVE,0.9939953684806824,"[[{'label': 'sadness', 'score': 0.052177537232637405}, {'label': 'joy', 'score': 0.0017249096417799592}, {'label': 'love', 'score': 0.0008337399922311306}, {'label': 'anger', 'score': 0.004170093685388565}, {'label': 'fear', 'score': 0.9393428564071655}, {'label': 'surprise', 'score': 0.0017508886521682143}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0138,"I was alone in a room which was quite unfamiliar to me. In this room I was only cognizant of one window with a shade over it. The setting of the room was of no importance to me when I was dreaming. I was standing on something in order to fasten the shade which seemed to be failing down, i.e., rolling up from the top to the bottom. The shade was trapezoid in shape. The smaller base was on the top and it was the part which I was continually trying to fasten. There is a break in my memory at this point for the next thing I remember is that I unfastened the shade at the top and inserted a light built into a light socket. The position of the light socket was under the shade, but I don't remember seeing it.",155,Missing,0,-0.37491116,-5.4633737,2.5104957,-1.2829821,5,0,NEGATIVE,0.9990577101707458,"[[{'label': 'sadness', 'score': 0.08751451224088669}, {'label': 'joy', 'score': 0.010527617298066616}, {'label': 'love', 'score': 0.000596650002989918}, {'label': 'anger', 'score': 0.0061473967507481575}, {'label': 'fear', 'score': 0.8892057538032532}, {'label': 'surprise', 'score': 0.006008060649037361}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0139,"I was in the Albert gymnasium locker room. There were some men who seemed to be on the basketball team. One, although I do not know him personally, I had seen before. These men seemed to be in a state of rebellion although the exact nature of it is not clear. Someone gave me a knife that snaps open quickly by pressing a button on the side. I held the knife in front of me and made two of the men move. One of these men was the one I had recognized. The knife kept closing on me and I had to open it up by throwing it out with a motion of the wrist.",125,Missing,0,8.037317,-32.237034,-2.9988835,-2.2907758,2,1,NEGATIVE,0.9747500419616699,"[[{'label': 'sadness', 'score': 0.004693780560046434}, {'label': 'joy', 'score': 0.0016188562149181962}, {'label': 'love', 'score': 0.0003102626942563802}, {'label': 'anger', 'score': 0.9812995791435242}, {'label': 'fear', 'score': 0.011711029335856438}, {'label': 'surprise', 'score': 0.00036645669024437666}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0140,"I don't remember where I was, except that I must have been in a rather small room. I was in an argument with one of my fraternity brothers. Somehow he fired an air rifle (I did not see him. I just knew he had fired it.) and I received a hole in my eyelid which I thought extended some distance into my head. I made quite a commotion of this to whomever was standing around. Next, I was waiting for a bus at a place where I had often waited in the past. There were two other men with me but I do not know who they were. The hole in my eyelid was still there.",130,Missing,0,2.8045537,-15.692954,1.0176069,-2.2350762,2,0,NEGATIVE,0.998053789138794,"[[{'label': 'sadness', 'score': 0.001618894631974399}, {'label': 'joy', 'score': 0.002304843394085765}, {'label': 'love', 'score': 0.00033493334194645286}, {'label': 'anger', 'score': 0.950465202331543}, {'label': 'fear', 'score': 0.044740866869688034}, {'label': 'surprise', 'score': 0.000535198487341404}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0141,I was on a highway in a car and was being chased by someone. Another person of my age was with me. We figured that we could get to a certain house before the individual who was chasing us could. At this point some thought came into my head about a motor cycle but I was unable to remember what it was about. We beat this person or persons to the house. In this room there were several other people who I knew. The group was made up of boys and girls my age. We sat there with some revolvers and waited for the men to arrive. My revolver was shaped like a cigarette lighter. When the men arrived everyone gave up their guns except me. I thought that I better keep mine in case of trouble.,148,Missing,0,0.34969774,-22.417555,0.23471841,-1.8356893,2,0,NEGATIVE,0.9994086027145386,"[[{'label': 'sadness', 'score': 0.002711840905249119}, {'label': 'joy', 'score': 0.004036032594740391}, {'label': 'love', 'score': 0.0006857981206849217}, {'label': 'anger', 'score': 0.731389582157135}, {'label': 'fear', 'score': 0.25997108221054077}, {'label': 'surprise', 'score': 0.0012056062696501613}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0142,"I was shoveling some dirt from a ditch along side of the road leading to my home town. As I was shoveling a car pulled up and some of the bosses of the construction job got out of the car. One of the men appeared to be the personal manager of Sterling and Welches. When I saw him I thought I better look as if I was working hard. The man with him was the president of the fraternity. He and I went across the street and we discussed the building of a new fraternity house. I was ill at ease with him when he realized that we had exhausted the topics of conversation, he walked away and went into a house that was his home which far off in the distance.",140,Missing,0,-3.474933,-40.649582,-4.456351,-1.0914317,4,1,NEGATIVE,0.9988304972648621,"[[{'label': 'sadness', 'score': 0.43421268463134766}, {'label': 'joy', 'score': 0.03257916122674942}, {'label': 'love', 'score': 0.0014040522510185838}, {'label': 'anger', 'score': 0.5025628805160522}, {'label': 'fear', 'score': 0.028133142739534378}, {'label': 'surprise', 'score': 0.0011080270633101463}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0143,My mother and my aunt stopped in at a department store to do some shopping (the outside reminded me of Taylor's). While I was waiting for them to come out I watched some colored people play a hide and seek game -- one would hide behind a pillar and the other would try to find him. After I had walked down the street quite a ways the thought came to me that I had lost my aunt and mother because I didn't get back in time to meet them where I had said I would. Later I finally did meet them. They looked as if they had gone to the hairdresser's and gotten new hairdos. told them that they looked great and that there appearances had changed. My mother told me that the hairdo's hadn't changed their appearances. When I got up close to them I agreed with her. My mother had on a cheap skimpy dress that I thought I could almost see through. I thought that I almost could see her cunt. When that thought went through my mind I thought jokingly that it was an incestuous idea. I noticed that there was hair on her leg. I didn't feel proud of her.,226,Missing,0,-6.6279807,-45.172703,-7.311188,-0.7875001,4,1,NEGATIVE,0.991835355758667,"[[{'label': 'sadness', 'score': 0.0004921077052131295}, {'label': 'joy', 'score': 0.9982417821884155}, {'label': 'love', 'score': 0.0004322920576669276}, {'label': 'anger', 'score': 0.0002932717034127563}, {'label': 'fear', 'score': 0.0001797546137822792}, {'label': 'surprise', 'score': 0.00036079122219234705}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0144,A group of boys my age and I were playing on a large field. I suggested that we play horse and rider. Some said yes that's a good game. Then a whole lot of girls my age came onto the field. I suggested the same game again and everybody took up the suggestion. The field later turned into a dance floor. I danced with one girl and we were really enjoying ourselves. While we were dancing someone put on a record that was hard to dance to. She told me that she would like to sit this one out. The guy who was taking care of the records explained to us that he put on the wrong record by mistake. I then went behind the bar. I suggested that I go over and bring back a bulletin that stated Mr. Hall was a communist.,157,Missing,0,-2.0390515,-36.467712,-3.369426,-1.0045652,4,1,NEGATIVE,0.883018970489502,"[[{'label': 'sadness', 'score': 0.0014253571862354875}, {'label': 'joy', 'score': 0.9753535389900208}, {'label': 'love', 'score': 0.011029263958334923}, {'label': 'anger', 'score': 0.009899447672069073}, {'label': 'fear', 'score': 0.0008672462427057326}, {'label': 'surprise', 'score': 0.0014250798849388957}]]"
